viewDate,areaMunKm,areaUcKm,uc,uf,municipio
29/05/2020,0.12,0,,RO,Porto Velho
29/05/2020,0.1,0,,RO,Porto Velho
29/05/2020,0.14,0,,RO,Porto Velho
29/05/2020,0.65,0,,RO,Porto Velho
29/05/2020,0.2,0,,RO,Porto Velho
29/05/2020,0.15,0,,AM,Humaita
29/05/2020,0.17,0,,RO,Porto Velho
29/05/2020,0.25,0,,RO,Porto Velho
29/05/2020,0.09,0,,RO,Porto Velho
29/05/2020,0.2,0,,AM,Canutama
29/05/2020,0.09,0,,RO,Buritis
29/05/2020,0.18,0,,RO,Machadinho D'oeste
29/05/2020,0.22,0,,RO,Machadinho D'oeste
07/04/2020,0.29,0,,RO,Porto Velho
29/05/2020,0.3,0,,RO,Parecis
29/05/2020,0.11,0,,RO,Cacoal
29/05/2020,0.31,0,,RO,Cacoal
29/05/2020,1.96,0,,AM,Manicore
29/05/2020,0.2,0,,RO,Parecis
09/05/2020,0.42,0,,RO,Porto Velho
29/05/2020,0.09,0,,RO,Cacoal
29/05/2020,0.87,0,,RO,Alto Paraiso
29/05/2020,0.07,0,,RO,Porto Velho
29/05/2020,0.1,0,,RO,Alvorada D'oeste
29/05/2020,0.07,0,,RO,Alvorada D'oeste
29/05/2020,1.39,0,,MT,Rondolandia
29/05/2020,0.15,0.15,FLORESTA NACIONAL DO BOM FUTURO,RO,Porto Velho
29/05/2020,0.1,0,,RO,Porto Velho
29/05/2020,0.13,0,,RO,Porto Velho
29/05/2020,0.05,0,,RO,Porto Velho
29/05/2020,0.47,0,,RO,Porto Velho
29/05/2020,0.4,0,,RO,Porto Velho
29/05/2020,0.11,0,,RO,Alta Floresta D'oeste
29/05/2020,0.19,0,,RO,Porto Velho
29/05/2020,0.47,0,,MT,Rondolandia
29/05/2020,0.25,0,,MT,Rondolandia
29/05/2020,0.14,0,,MT,Rondolandia
29/05/2020,0.07,0,,MT,Rondolandia
29/05/2020,0.79,0,,MT,Rondolandia
29/05/2020,0.16,0,,MT,Rondolandia
29/05/2020,1.86,0,,MT,Rondolandia
29/05/2020,0.1,0,,MT,Rondolandia
29/05/2020,0.13,0,,MT,Aripuana
29/05/2020,0.09,0,,MT,Rondolandia
29/05/2020,0.1,0,,MT,Rondolandia
29/05/2020,0.28,0,,MT,Rondolandia
29/05/2020,0.17,0,,MT,Aripuana
29/05/2020,0.07,0.07,FLORESTA NACIONAL DO BOM FUTURO,RO,Porto Velho
29/05/2020,0.33,0,,MT,Aripuana
29/05/2020,0.44,0,,MT,Aripuana
29/05/2020,0.09,0,,MT,Colniza
29/05/2020,0.62,0,,MT,Colniza
29/05/2020,0.12,0,,MT,Colniza
29/05/2020,0.45,0,,MT,Colniza
29/05/2020,0.33,0,,MT,Colniza
29/05/2020,0.58,0,,MT,Colniza
29/05/2020,0.15,0,,RO,Porto Velho
29/05/2020,0.08,0,,MT,Colniza
29/05/2020,0.18,0,,MT,Aripuana
29/05/2020,0.07,0,,MT,Aripuana
29/05/2020,0.37,0,,MT,Aripuana
29/05/2020,0.32,0,,MT,Colniza
29/05/2020,0.09,0,,MT,Colniza
29/05/2020,0.11,0,,MT,Colniza
29/05/2020,0.06,0,,RO,Porto Velho
29/05/2020,0.16,0,,RO,Porto Velho
29/05/2020,0.24,0,,MT,Colniza
29/05/2020,0.25,0,,MT,Colniza
29/05/2020,0.39,0,,MT,Colniza
29/05/2020,0.45,0,,MT,Colniza
29/05/2020,0.19,0,,MT,Colniza
29/05/2020,0.42,0,,MT,Colniza
29/05/2020,1.35,0,,MT,Colniza
29/05/2020,1.19,0,,MT,Colniza
29/05/2020,0.07,0,,RO,Porto Velho
29/05/2020,0.09,0,,RO,Porto Velho
29/05/2020,0.15,0,,AM,Novo Aripuana
29/05/2020,0.3,0,,AM,Manicore
29/05/2020,1.03,0,,AM,Novo Aripuana
29/05/2020,0.44,0,,MT,Colniza
29/05/2020,0.07,0,,MT,Aripuana
29/05/2020,0.25,0,,RO,Porto Velho
29/05/2020,0.17,0,,AM,Apui
29/05/2020,0.34,0,,MT,Colniza
29/05/2020,0.1,0,,MT,Colniza
29/05/2020,0.16,0,,MT,Colniza
29/05/2020,0.46,0,,AM,Manicore
29/05/2020,0.06,0,,AM,Novo Aripuana
29/05/2020,0.12,0,,AM,Manicore
29/05/2020,0.19,0,,AM,Manicore
29/05/2020,0.02,0,,AM,Novo Aripuana
29/05/2020,0.65,0,,AM,Manicore
29/05/2020,0.19,0,,AM,Manicore
29/05/2020,0.31,0,,AM,Manicore
29/05/2020,0.17,0.17,PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,AM,Novo Aripuana
29/05/2020,0.36,0,,AM,Novo Aripuana
29/05/2020,0.18,0,,AM,Manicore
29/05/2020,0.08,0,,AM,Novo Aripuana
29/05/2020,0.33,0,,AM,Novo Aripuana
29/05/2020,0.38,0,,AM,Novo Aripuana
29/05/2020,0.14,0,,AM,Novo Aripuana
29/05/2020,0.31,0,,MT,Colniza
29/05/2020,0.17,0,,AM,Apui
29/05/2020,0.23,0,,AM,Apui
29/05/2020,0.27,0,,RO,Porto Velho
29/05/2020,0.33,0,,AM,Apui
29/05/2020,0.12,0,,AM,Manicore
29/05/2020,0.56,0,,AM,Manicore
29/05/2020,0.16,0,,AM,Manicore
29/05/2020,0.09,0,,AM,Manicore
29/05/2020,0.18,0,,AM,Manicore
29/05/2020,0.18,0,,AM,Manicore
29/05/2020,0.59,0,,AM,Manicore
29/05/2020,0.22,0,,AM,Manicore
29/05/2020,0.48,0,,AM,Novo Aripuana
29/05/2020,0.2,0,,AM,Novo Aripuana
29/05/2020,0.21,0,,AM,Apui
29/05/2020,0.41,0,,MT,Rondolandia
29/05/2020,0.2,0,,MT,Rondolandia
29/05/2020,0.15,0,,MT,Colniza
29/05/2020,0.16,0,,MT,Colniza
29/05/2020,0.28,0,,MT,Aripuana
29/05/2020,0.06,0,,RO,Porto Velho
29/05/2020,0.09,0,,AM,Canutama
29/05/2020,0.72,0,,AM,Canutama
29/05/2020,0.18,0,,MT,Aripuana
29/05/2020,0.13,0,,MT,Colniza
29/05/2020,0.08,0,,MT,Colniza
29/05/2020,0.13,0,,MT,Colniza
29/05/2020,0.3,0,,MT,Colniza
29/05/2020,0.18,0,,MT,Colniza
29/05/2020,0.08,0,,MT,Colniza
29/05/2020,0.12,0,,MT,Colniza
29/05/2020,0.25,0,,AM,Apui
29/05/2020,0.16,0,,AM,Canutama
29/05/2020,0.09,0,,AM,Canutama
29/05/2020,0.11,0,,AM,Canutama
29/05/2020,0.07,0,,AM,Canutama
29/05/2020,0.23,0,,AM,Canutama
29/05/2020,0.19,0,,AM,Canutama
29/05/2020,0.06,0,,AM,Canutama
29/05/2020,0.25,0,,AM,Canutama
29/05/2020,0.07,0,,AM,Canutama
29/05/2020,0.08,0,,AM,Canutama
29/05/2020,0.27,0,,MT,Colniza
29/05/2020,1.51,0,,MT,Colniza
29/05/2020,0.08,0,,AM,Canutama
29/05/2020,0.11,0,,RO,Machadinho D'oeste
29/05/2020,0.1,0,,MT,Colniza
29/05/2020,0.12,0,,MT,Colniza
29/05/2020,0.1,0,,AM,Canutama
29/05/2020,0.12,0,,AM,Canutama
29/05/2020,0.14,0,,MT,Colniza
29/05/2020,0.19,0,,AM,Canutama
29/05/2020,0.09,0,,AM,Canutama
29/05/2020,0.2,0,,RO,Machadinho D'oeste
29/05/2020,0.07,0,,AM,Canutama
29/05/2020,0.1,0,,AM,Canutama
29/05/2020,0.28,0,,RO,Candeias do Jamari
29/05/2020,0.09,0,,AM,Canutama
29/05/2020,0.37,0,,AM,Humaita
29/05/2020,0.2,0,,AM,Humaita
29/05/2020,0.11,0,,AM,Humaita
29/05/2020,1.26,0,,AM,Humaita
29/05/2020,0.2,0,,AM,Manicore
29/05/2020,0.06,0,,AM,Manicore
29/05/2020,0.18,0,,AM,Humaita
29/05/2020,0.08,0,,AM,Humaita
29/05/2020,0.27,0,,AM,Humaita
29/05/2020,0.18,0,,AM,Manicore
29/05/2020,0.1,0,,AM,Novo Aripuana
29/05/2020,0.46,0,,AM,Novo Aripuana
29/05/2020,0.25,0,,AM,Novo Aripuana
29/05/2020,0.19,0,,AM,Novo Aripuana
29/05/2020,0.55,0,,AM,Novo Aripuana
29/05/2020,0.32,0,,AM,Apui
29/05/2020,0.07,0,,AM,Apui
29/05/2020,0.34,0,,AM,Apui
29/05/2020,0.35,0,,AM,Apui
29/05/2020,0.08,0,,AM,Apui
29/05/2020,0.12,0,,AM,Apui
29/05/2020,0.09,0,,AM,Borba
29/05/2020,0.13,0,,AM,Apui
29/05/2020,0.38,0,,AM,Novo Aripuana
29/05/2020,0.11,0,,AM,Borba
29/05/2020,0.31,0,,AM,Apui
29/05/2020,0.09,0,,AM,Apui
29/05/2020,0.08,0,,AM,Novo Aripuana
29/05/2020,0.7,0,,AM,Novo Aripuana
29/05/2020,0.24,0,,AM,Novo Aripuana
29/05/2020,0.09,0,,AM,Manicore
29/05/2020,0.24,0,,AM,Manicore
29/05/2020,0.07,0,,AM,Manicore
29/05/2020,0.23,0,,AM,Novo Aripuana
29/05/2020,0.79,0,,AM,Novo Aripuana
29/05/2020,0.43,0,,AM,Novo Aripuana
29/05/2020,0.34,0,,AM,Novo Aripuana
29/05/2020,0.13,0,,AM,Novo Aripuana
29/05/2020,0.08,0,,AM,Manicore
30/05/2020,0.12,0,,MT,Nova Bandeirantes
30/05/2020,0.18,0,,MT,Nova Bandeirantes
30/05/2020,0.45,0,,PA,Itaituba
30/05/2020,0.2,0,,MT,Nova Monte Verde
30/05/2020,0.11,0,,MT,Nova Monte Verde
30/05/2020,0.08,0,,MT,Nova Bandeirantes
30/05/2020,0.54,0,,MT,Paranaita
30/05/2020,0.08,0,,MT,Nova Bandeirantes
30/05/2020,0.18,0,,MT,Brasnorte
30/05/2020,0.81,0,,MT,Santa Carmem
30/05/2020,0.15,0,,MT,Paranaita
30/05/2020,0.09,0,,MT,Paranaita
30/05/2020,0.07,0,,MT,Matupa
30/05/2020,0.08,0,,MT,Marcelandia
30/05/2020,0.56,0,,PA,Novo Progresso
30/05/2020,0.25,0,,PA,Novo Progresso
30/05/2020,0.98,0,,MT,Marcelandia
30/05/2020,0.19,0,,MT,Marcelandia
30/05/2020,6.68,0,,PA,Altamira
30/05/2020,5.92,0,,PA,Altamira
30/05/2020,0.28,0.28,FLORESTA NACIONAL DO JAMANXIM,PA,Novo Progresso
30/05/2020,4.16,0,,PA,Altamira
30/05/2020,0.16,0,,PA,Novo Progresso
30/05/2020,0.21,0,,MT,Marcelandia
30/05/2020,0.13,0,,MT,Alta Floresta
30/05/2020,0.07,0,,MT,Marcelandia
30/05/2020,0.78,0,,PA,Altamira
30/05/2020,0.15,0,,MT,Peixoto de Azevedo
30/05/2020,0.14,0,,MT,Marcelandia
30/05/2020,0.1,0,,MT,Matupa
30/05/2020,0.27,0,,MT,Peixoto de Azevedo
30/05/2020,0.11,0,,MT,Gaucha do Norte
30/05/2020,0.22,0,,MT,Querencia
30/05/2020,0.16,0,,MT,Querencia
30/05/2020,0.15,0,,MT,Santa Carmem
30/05/2020,2.78,0,,MT,Claudia
30/05/2020,0.36,0,,MT,Claudia
30/05/2020,0.13,0,,MT,Querencia
30/05/2020,0.16,0,,MT,Querencia
30/05/2020,0.79,0,,PA,Altamira
30/05/2020,0.22,0,,PA,Altamira
30/05/2020,0.5,0,,PA,Altamira
30/05/2020,0.17,0,,PA,Altamira
30/05/2020,0.81,0,,PA,Altamira
30/05/2020,0.19,0,,PA,Altamira
30/05/2020,0.57,0,,PA,Altamira
30/05/2020,6.37,0,,PA,Altamira
30/05/2020,0.41,0,,PA,Altamira
30/05/2020,0.21,0,,PA,Altamira
30/05/2020,1.73,0,,PA,Altamira
30/05/2020,0.26,0,,PA,Altamira
30/05/2020,0.15,0,,PA,Altamira
30/05/2020,0.44,0,,PA,Altamira
30/05/2020,0.13,0,,PA,Altamira
30/05/2020,0.25,0,,PA,Altamira
30/05/2020,0.7,0,,PA,Altamira
30/05/2020,0.8,0,,PA,Altamira
30/05/2020,0.41,0,,MT,Vila Bela da Santissima Trindade
30/05/2020,1.01,1.01,RESERVA BIOLÓGICA NASCENTES DA SERRA DO CACHIMBO,PA,Altamira
30/05/2020,0.31,0,,MT,Juara
30/05/2020,0.08,0,,MT,Feliz Natal
30/05/2020,0.08,0,,PA,Alenquer
30/05/2020,0.08,0,,PA,Almeirim
30/05/2020,0.24,0,,PA,Gurupa
30/05/2020,0.21,0,,PA,Monte Alegre
30/05/2020,0.14,0,,AP,Macapa
31/05/2020,0.07,0,,AC,Jordao
31/05/2020,0.07,0,,AC,Jordao
31/05/2020,0.07,0,,AC,Jordao
31/05/2020,0.29,0,,AC,Feijo
31/05/2020,0.08,0,,AC,Feijo
31/05/2020,0.12,0,,AC,Feijo
31/05/2020,0.19,0,,AC,Epitaciolandia
31/05/2020,0.07,0,,AC,Epitaciolandia
31/05/2020,0.07,0,,AC,Epitaciolandia
31/05/2020,0.07,0,,AM,Boca do Acre
31/05/2020,0.07,0,,AC,Epitaciolandia
31/05/2020,0.12,0,,AC,Epitaciolandia
31/05/2020,0.07,0,,AC,Brasileia
31/05/2020,0.2,0,,AC,Rio Branco
31/05/2020,0.41,0,,AC,Rio Branco
31/05/2020,0.07,0,,AC,Rio Branco
01/06/2020,0.12,0,,AM,Labrea
01/06/2020,0.13,0,,AM,Labrea
01/06/2020,0.1,0,,RO,Guajara-Mirim
01/06/2020,0.09,0,,RO,Nova Mamore
01/06/2020,0.14,0,,RO,Costa Marques
01/06/2020,0.07,0,,RO,Porto Velho
01/06/2020,0.32,0,,AM,Labrea
01/06/2020,0.1,0,,AM,Labrea
01/06/2020,0.08,0,,RO,Candeias do Jamari
01/06/2020,0.1,0,,RO,Sao Miguel do Guapore
01/06/2020,0.12,0,,RO,Alto Paraiso
01/06/2020,0.19,0,,RO,Candeias do Jamari
01/06/2020,0.38,0,,RO,Candeias do Jamari
01/06/2020,0.14,0,,RO,Porto Velho
01/06/2020,0.13,0,,RO,Alto Paraiso
01/06/2020,0.76,0,,RO,Porto Velho
01/06/2020,0.2,0,,RO,Porto Velho
01/06/2020,0.08,0,,RO,Porto Velho
01/06/2020,0.15,0,,RO,Porto Velho
01/06/2020,0.11,0,,RO,Candeias do Jamari
01/06/2020,0.17,0,,RO,Candeias do Jamari
01/06/2020,0.24,0,,RO,Candeias do Jamari
01/06/2020,0.2,0,,RO,Candeias do Jamari
01/06/2020,0.3,0,,RO,Candeias do Jamari
01/06/2020,0.16,0,,RO,Porto Velho
01/06/2020,0.35,0,,RO,Porto Velho
01/06/2020,0.23,0,,RO,Vale do Anari
01/06/2020,0.18,0,,RO,Candeias do Jamari
01/06/2020,0.25,0,,RO,Candeias do Jamari
01/06/2020,0.18,0,,RO,Candeias do Jamari
01/06/2020,0.3,0,,RO,Candeias do Jamari
01/06/2020,0.13,0,,RO,Alta Floresta D'oeste
01/06/2020,0.07,0,,RO,Candeias do Jamari
01/06/2020,0.09,0,,RO,Machadinho D'oeste
01/06/2020,0.07,0,,RO,Candeias do Jamari
01/06/2020,0.14,0,,RO,Candeias do Jamari
01/06/2020,0.11,0,,RO,Candeias do Jamari
01/06/2020,0.09,0,,RO,Candeias do Jamari
01/06/2020,0.59,0,,RO,Cujubim
01/06/2020,0.08,0,,RO,Cujubim
01/06/2020,0.6,0,,RO,Candeias do Jamari
01/06/2020,0.07,0,,RO,Cujubim
01/06/2020,0.2,0,,RO,Cujubim
01/06/2020,0.24,0,,RO,Cujubim
01/06/2020,0.31,0,,RO,Cujubim
01/06/2020,0.13,0,,AM,Humaita
01/06/2020,0.11,0,,RO,Porto Velho
01/06/2020,0.07,0,,RO,Porto Velho
01/06/2020,0.69,0,,AM,Manicore
01/06/2020,0.26,0,,RO,Chupinguaia
01/06/2020,0.19,0,,RO,Chupinguaia
01/06/2020,0.07,0,,RO,Chupinguaia
01/06/2020,0.13,0,,RO,Vilhena
01/06/2020,0.26,0,,AM,Novo Aripuana
01/06/2020,2.62,0,,AM,Novo Aripuana
01/06/2020,0.51,0,,AM,Novo Aripuana
01/06/2020,0.45,0,,AM,Apui
01/06/2020,0.08,0.08,FLORESTA NACIONAL DO ARIPUANÃ,AM,Novo Aripuana
01/06/2020,0.31,0,,AM,Apui
01/06/2020,0.33,0,,AM,Apui
01/06/2020,0.09,0,,AM,Apui
01/06/2020,0.18,0,,AM,Apui
01/06/2020,0.1,0,,AM,Novo Aripuana
01/06/2020,0.12,0,,RO,Chupinguaia
01/06/2020,0.1,0,,RO,Pimenta Bueno
01/06/2020,0.08,0,,MT,Aripuana
01/06/2020,1.21,0,,MT,Aripuana
01/06/2020,0.26,0,,MT,Juina
01/06/2020,0.22,0,,AM,Apui
01/06/2020,0.16,0,,AM,Apui
01/06/2020,0.15,0,,AM,Apui
01/06/2020,0.36,0,,AM,Apui
01/06/2020,0.1,0,,AM,Apui
01/06/2020,0.12,0,,RO,Porto Velho
01/06/2020,0.19,0,,RO,Porto Velho
01/06/2020,0.11,0,,RO,Porto Velho
01/06/2020,0.35,0,,RO,Porto Velho
02/06/2020,0.08,0,,MT,Brasnorte
02/06/2020,0.1,0,,MT,Apiacas
02/06/2020,0.34,0,,MT,Apiacas
02/06/2020,0.07,0,,MT,Juara
02/06/2020,0.1,0,,MT,Itanhanga
28/04/2020,0.26,0,,MT,Alta Floresta
28/04/2020,0.46,0,,MT,Alta Floresta
02/06/2020,0.54,0,,MT,Apiacas
02/06/2020,0.12,0,,MT,Apiacas
05/04/2020,1.04,0,,MT,Alta Floresta
02/06/2020,0.12,0,,MT,Apiacas
02/06/2020,0.42,0,,MT,Apiacas
02/06/2020,0.37,0,,MT,Alta Floresta
02/06/2020,0.06,0,,MT,Nova Bandeirantes
02/06/2020,0.11,0,,MT,Nova Bandeirantes
02/06/2020,0.44,0,,MT,Nova Bandeirantes
02/06/2020,0.06,0,,MT,Porto dos Gauchos
02/06/2020,0.1,0,,MT,Porto dos Gauchos
02/06/2020,0.51,0,,PA,Novo Progresso
02/06/2020,0.74,0,,PA,Novo Progresso
02/06/2020,0.17,0,,PA,Altamira
02/06/2020,0.36,0,,MT,Gaucha do Norte
02/06/2020,2.11,0,,MT,Paranatinga
02/06/2020,0.32,0,,PA,Sao Felix do Xingu
02/06/2020,0.33,0,,PA,Sao Felix do Xingu
02/06/2020,0.83,0,,MT,Gaucha do Norte
02/06/2020,7.69,0,,MT,Uniao do Sul
02/06/2020,0.13,0,,PA,Sao Felix do Xingu
02/06/2020,4.2,0,,MT,Uniao do Sul
02/06/2020,0.26,0,,MT,Santa Cruz do Xingu
02/06/2020,0.11,0,,MT,Santa Cruz do Xingu
02/06/2020,0.17,0,,MT,Santa Carmem
02/06/2020,0.11,0,,MT,Santa Carmem
02/06/2020,0.08,0,,MT,Peixoto de Azevedo
02/06/2020,0.21,0,,MT,Peixoto de Azevedo
02/06/2020,1.12,0,,PA,Altamira
02/06/2020,0.48,0,,MT,Marcelandia
02/06/2020,0.76,0,,MT,Peixoto de Azevedo
02/06/2020,1.68,0,,PA,Sao Felix do Xingu
02/06/2020,0.08,0,,PA,Sao Felix do Xingu
02/06/2020,0.13,0,,PA,Sao Felix do Xingu
02/06/2020,0.54,0,,PA,Sao Felix do Xingu
02/06/2020,0.07,0,,MT,Canarana
02/06/2020,0.77,0,,MT,Peixoto de Azevedo
02/06/2020,0.09,0,,MT,Matupa
02/06/2020,2.23,0,,MT,Peixoto de Azevedo
02/06/2020,0.11,0,,PA,Sao Felix do Xingu
02/06/2020,0.06,0,,PA,Sao Felix do Xingu
02/06/2020,0.49,0,,MT,Porto Alegre do Norte
02/06/2020,1.58,0,,MT,Porto Alegre do Norte
02/06/2020,0.58,0,,MT,Vila Rica
02/06/2020,0.07,0,,MT,Querencia
02/06/2020,0.72,0,,MT,Santa Cruz do Xingu
02/06/2020,0.12,0,,PA,Sao Felix do Xingu
02/06/2020,0.09,0,,PA,Cumaru do Norte
02/06/2020,0.18,0,,PA,Cumaru do Norte
02/06/2020,0.09,0,,PA,Ourilandia do Norte
02/06/2020,0.15,0,,PA,Sao Felix do Xingu
02/06/2020,0.41,0,,PA,Sao Felix do Xingu
02/06/2020,0.11,0,,PA,Altamira
02/06/2020,0.08,0,,PA,Altamira
02/06/2020,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
02/06/2020,0.1,0,,PA,Sao Felix do Xingu
02/06/2020,0.12,0,,PA,Porto de Moz
02/06/2020,0.07,0,,MT,Peixoto de Azevedo
02/06/2020,0.15,0,,MT,Peixoto de Azevedo
02/06/2020,0.1,0,,MT,Brasnorte
02/06/2020,0.12,0,,MT,Brasnorte
02/06/2020,0.11,0,,MT,Brasnorte
02/06/2020,0.3,0,,PA,Sao Felix do Xingu
02/06/2020,2.35,0,,MT,Juara
02/06/2020,0.28,0,,PA,Sao Felix do Xingu
02/06/2020,0.54,0,,PA,Sao Felix do Xingu
02/06/2020,0.28,0,,PA,Sao Felix do Xingu
02/06/2020,0.57,0,,PA,Sao Felix do Xingu
02/06/2020,0.1,0,,PA,Sao Felix do Xingu
02/06/2020,0.08,0,,PA,Sao Felix do Xingu
03/06/2020,0.08,0,,PA,Tome-Açu
03/06/2020,0.29,0,,MA,Bom Jardim
03/06/2020,0.1,0,,MA,Bom Jardim
03/06/2020,0.2,0,,MA,Bom Jardim
03/06/2020,0.24,0,,MA,Santa Luzia
03/06/2020,0.11,0,,MA,Governador Nunes Freire
03/06/2020,0.12,0,,MA,Itinga do Maranhao
03/06/2020,0.1,0,,MA,Amapa do Maranhao
03/06/2020,0.06,0,,MA,Candido Mendes
03/06/2020,0,0,,MA,Candido Mendes
03/06/2020,0.14,0,,MA,Godofredo Viana
03/06/2020,0.37,0,,MA,Luis Domingues
03/06/2020,0.1,0,,MA,Godofredo Viana
03/06/2020,0.07,0,,MA,Carutapera
03/06/2020,0.72,0,,MA,Itinga do Maranhao
03/06/2020,0.17,0,,MA,Bom Jardim
03/06/2020,0.13,0,,MA,Bom Jardim
04/06/2020,0.44,0,,RO,Nova Mamore
04/06/2020,0.3,0,,RO,Nova Mamore
04/06/2020,0.15,0,,RO,Nova Mamore
04/06/2020,0.12,0,,RO,Campo Novo de Rondonia
04/06/2020,0.08,0,,RO,Sao Miguel do Guapore
04/06/2020,0.35,0,,RO,Alta Floresta D'oeste
04/06/2020,0.06,0,,RO,Alta Floresta D'oeste
04/06/2020,0.37,0,,RO,Pimenteiras do Oeste
04/06/2020,0.14,0,,RO,Alta Floresta D'oeste
04/06/2020,0.07,0,,RO,Alta Floresta D'oeste
04/06/2020,0.08,0,,RO,Vilhena
04/06/2020,0.19,0,,RO,Chupinguaia
04/06/2020,0.32,0,,RO,Chupinguaia
04/06/2020,0.08,0,,RO,Chupinguaia
04/06/2020,0.1,0,,RO,Chupinguaia
04/06/2020,0.11,0,,RO,Alto Paraiso
04/06/2020,0.17,0,,RO,Espigao D'oeste
04/06/2020,0.21,0,,RO,Pimenta Bueno
04/06/2020,0.06,0,,RO,Pimenta Bueno
04/06/2020,0.14,0,,RO,Pimenta Bueno
04/06/2020,0.19,0,,RO,Espigao D'oeste
04/06/2020,0.23,0,,MT,Aripuana
04/06/2020,0.28,0,,MT,Rondolandia
04/06/2020,0.27,0,,MT,Rondolandia
04/06/2020,0.1,0,,RO,Pimenta Bueno
04/06/2020,0.07,0,,RO,Vilhena
04/06/2020,0.08,0,,MT,Rondolandia
04/06/2020,0.07,0,,MT,Rondolandia
04/06/2020,0.53,0,,MT,Aripuana
04/06/2020,0.27,0,,MT,Aripuana
04/06/2020,0.19,0,,MT,Aripuana
04/06/2020,0.1,0,,MT,Aripuana
04/06/2020,0.06,0,,RO,Pimenta Bueno
04/06/2020,0.29,0,,RO,Pimenta Bueno
04/06/2020,0.14,0,,MT,Juruena
04/06/2020,0.14,0,,RO,Vilhena
04/06/2020,0.19,0,,MT,Aripuana
04/06/2020,0.81,0,,AM,Borba
04/06/2020,0.23,0,,AM,Careiro da Varzea
04/06/2020,0.15,0,,RO,Pimenta Bueno
05/06/2020,0.1,0,,PA,Itaituba
05/06/2020,0.21,0,,PA,Itaituba
05/06/2020,0.45,0,,PA,Altamira
05/06/2020,0.25,0,,PA,Altamira
05/06/2020,0.26,0,,PA,Altamira
05/06/2020,0.08,0,,PA,Altamira
05/06/2020,0.06,0,,PA,Santarem
05/06/2020,0.16,0,,PA,Santarem
05/06/2020,0.09,0.09,ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO,PA,Altamira
05/06/2020,0.99,0,,PA,Santarem
05/06/2020,0.07,0,,PA,Santarem
05/06/2020,0.67,0,,PA,Altamira
05/06/2020,0.12,0,,PA,Altamira
05/06/2020,1.73,0,,PA,Santarem
05/06/2020,0.21,0,,PA,Alenquer
05/06/2020,0.08,0,,PA,Uruara
05/06/2020,0.07,0,,PA,Ruropolis
05/06/2020,0.08,0,,PA,Ruropolis
05/06/2020,0.06,0,,PA,Ruropolis
05/06/2020,0.2,0,,PA,Uruara
05/06/2020,0.07,0,,PA,Uruara
05/06/2020,0.07,0,,PA,Prainha
05/06/2020,0.27,0,,PA,Senador Jose Porfirio
05/06/2020,0.19,0,,PA,Senador Jose Porfirio
05/06/2020,0.31,0,,PA,Sao Felix do Xingu
05/06/2020,0.15,0,,PA,Portel
05/06/2020,0.11,0,,PA,Portel
05/06/2020,0.1,0,,PA,Sao Felix do Xingu
05/06/2020,0.11,0,,PA,Cumaru do Norte
05/06/2020,0.13,0,,PA,Sao Felix do Xingu
05/06/2020,0.18,0,,PA,Portel
05/06/2020,0.31,0,,PA,Anapu
05/06/2020,0.81,0,,PA,Sao Felix do Xingu
05/06/2020,0.16,0,,PA,Ruropolis
05/06/2020,0.19,0,,PA,Ruropolis
05/06/2020,0.1,0,,PA,Novo Repartimento
05/06/2020,0.12,0,,PA,Anapu
05/06/2020,0.27,0,,PA,Aveiro
05/06/2020,0.1,0,,PA,Portel
05/06/2020,0.33,0,,PA,Anapu
05/06/2020,0.08,0,,PA,Portel
05/06/2020,0.45,0,,PA,Portel
05/06/2020,0.12,0,,MT,Itanhanga
05/06/2020,1.54,0,,MT,Tabapora
05/06/2020,0.08,0,,MT,Nova Monte Verde
05/06/2020,0.18,0,,MT,Nova Monte Verde
05/06/2020,0.84,0,,PA,Itaituba
05/06/2020,1.04,0,,PA,Itaituba
05/06/2020,5.99,0,,MT,Nova Maringa
05/06/2020,0.2,0,,MT,Porto dos Gauchos
05/06/2020,0.44,0.44,FLORESTA NACIONAL DO JAMANXIM,PA,Novo Progresso
05/06/2020,0.53,0,,PA,Novo Progresso
05/06/2020,0.27,0,,PA,Novo Progresso
05/06/2020,0.23,0,,PA,Novo Progresso
05/06/2020,0.1,0,,PA,Itaituba
05/06/2020,2.05,0,,PA,Itaituba
05/06/2020,0.16,0,,PA,Novo Progresso
05/06/2020,0.32,0,,MT,Claudia
30/05/2020,0.06,0,,MT,Paranaita
05/06/2020,1.5,0,,MT,Marcelandia
05/06/2020,2.17,0,,PA,Altamira
05/06/2020,2.25,0,,PA,Novo Progresso
05/06/2020,0.26,0,,PA,Novo Progresso
05/06/2020,0.11,0,,PA,Novo Progresso
05/06/2020,0.13,0,,PA,Novo Progresso
05/06/2020,1.31,0,,PA,Altamira
05/06/2020,0.33,0,,PA,Altamira
05/06/2020,0.67,0,,PA,Altamira
05/06/2020,0.16,0,,MT,Feliz Natal
05/06/2020,0.27,0,,MT,Nova Ubirata
05/06/2020,0.1,0,,PA,Altamira
05/06/2020,0.16,0,,PA,Novo Progresso
05/06/2020,0.09,0,,MT,Feliz Natal
05/06/2020,1.01,0,,MT,Uniao do Sul
